index,Order Id,shipping date (DateOrders),Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk
19215,40644,8/18/2016 7:03,First Class,2,1,Late delivery,1
19219,41147,8/25/2016 15:16,First Class,2,1,Late delivery,1
19221,36955,6/25/2016 10:37,First Class,2,1,Late delivery,1
19222,37114,6/27/2016 18:20,First Class,2,1,Late delivery,1
19224,39324,7/30/2016 0:35,First Class,2,1,Late delivery,1
19225,36075,6/12/2016 14:19,First Class,2,1,Late delivery,1
19227,39258,7/29/2016 1:28,First Class,2,1,Late delivery,1
19236,43174,9/24/2016 5:25,First Class,2,1,Late delivery,1
19237,49154,12/20/2016 12:29,First Class,2,1,Late delivery,1
19239,45965,11/3/2016 23:14,First Class,2,1,Late delivery,1
19241,50625,1/10/2017 23:50,First Class,2,1,Late delivery,1
19242,44909,10/19/2016 13:16,First Class,2,1,Late delivery,1
19243,49589,12/26/2016 20:53,First Class,2,1,Late delivery,1
19245,50034,1/2/2017 8:47,First Class,2,1,Late delivery,1
19250,17173,9/10/2015 16:06,First Class,2,1,Late delivery,1
19254,18882,10/5/2015 14:51,First Class,2,1,Late delivery,1
19256,61877,6/24/2017 5:55,First Class,2,1,Late delivery,1
19259,16945,9/7/2015 8:14,First Class,2,1,Late delivery,1
19266,64409,7/31/2017 4:59,First Class,2,1,Late delivery,1
19268,66946,9/6/2017 5:48,First Class,2,1,Late delivery,1
19272,63836,7/22/2017 20:14,First Class,2,1,Late delivery,1
19280,65711,8/19/2017 5:08,First Class,2,1,Late delivery,1
19281,62429,7/2/2017 7:18,First Class,2,1,Late delivery,1
19285,12445,7/3/2015 15:41,First Class,2,1,Late delivery,1
19288,61760,6/22/2017 12:55,First Class,2,1,Late delivery,1
19299,2933,2/14/2015 19:12,First Class,2,1,Late delivery,1
19305,55312,3/20/2017 9:54,First Class,2,1,Late delivery,1
19311,59772,5/24/2017 12:26,First Class,2,1,Late delivery,1
19313,6539,4/8/2015 10:33,First Class,2,1,Late delivery,1
19314,2786,2/12/2015 15:42,First Class,2,1,Late delivery,1
19316,57160,4/16/2017 9:20,First Class,2,1,Late delivery,1
19325,55009,3/15/2017 23:45,First Class,2,1,Late delivery,1
19329,57413,4/20/2017 1:58,First Class,2,1,Late delivery,1
19330,57687,4/24/2017 1:58,First Class,2,1,Late delivery,1
19341,23503,12/12/2015 1:47,First Class,2,1,Late delivery,1
19347,26506,1/24/2016 21:52,First Class,2,1,Late delivery,1
19350,22951,12/4/2015 0:24,First Class,2,1,Late delivery,1
19352,27975,2/15/2016 8:32,First Class,2,1,Late delivery,1
19353,48085,12/4/2016 21:58,First Class,2,1,Late delivery,1
19354,47631,11/28/2016 6:54,First Class,2,1,Late delivery,1
19355,22219,11/23/2015 7:57,First Class,2,1,Late delivery,1
19361,41427,8/29/2016 17:22,First Class,2,1,Late delivery,1
19371,29976,3/15/2016 13:34,First Class,2,1,Late delivery,1
19380,34294,5/17/2016 14:21,First Class,2,1,Late delivery,1
19383,31977,4/13/2016 18:37,First Class,2,1,Late delivery,1
19387,34355,5/18/2016 11:44,First Class,2,1,Late delivery,1
19388,39997,8/8/2016 20:22,First Class,2,1,Late delivery,1
19389,33212,5/1/2016 19:17,First Class,2,1,Late delivery,1
19392,33154,4/30/2016 22:58,First Class,2,1,Late delivery,1
19396,37969,7/10/2016 5:52,First Class,2,1,Late delivery,1
19397,40285,8/13/2016 1:16,First Class,2,1,Late delivery,1
19406,36702,6/21/2016 17:59,First Class,2,1,Late delivery,1
19411,43429,9/27/2016 22:45,First Class,2,1,Late delivery,1
19417,44130,10/8/2016 4:21,First Class,2,1,Late delivery,1
19425,47384,11/24/2016 16:22,First Class,2,1,Late delivery,1
19426,41501,8/30/2016 19:17,First Class,2,1,Late delivery,1
19428,16372,8/29/2015 23:29,First Class,2,1,Late delivery,1
19436,17946,9/21/2015 22:55,First Class,2,1,Late delivery,1
19440,64809,8/6/2017 1:07,First Class,2,1,Late delivery,1
19443,49477,12/25/2016 5:38,First Class,2,1,Late delivery,1
19448,46471,11/11/2016 8:30,First Class,2,1,Late delivery,1
19451,66409,8/29/2017 9:40,First Class,2,1,Late delivery,1
19456,17745,9/19/2015 0:30,First Class,2,1,Late delivery,1
19458,11794,6/24/2015 3:36,First Class,2,1,Late delivery,1
19459,12465,7/3/2015 22:41,First Class,2,1,Late delivery,1
19462,11669,6/22/2015 7:49,First Class,2,1,Late delivery,1
19467,4652,3/11/2015 21:27,First Class,2,1,Late delivery,1
19470,4230,3/5/2015 17:36,First Class,2,1,Late delivery,1
19475,61271,6/15/2017 9:36,First Class,2,1,Late delivery,1
19479,1899,1/30/2015 16:57,First Class,2,1,Late delivery,1
19483,3502,2/23/2015 2:33,First Class,2,1,Late delivery,1
19496,1476,1/24/2015 12:45,First Class,2,1,Late delivery,1
19499,6753,4/11/2015 13:31,First Class,2,1,Late delivery,1
19508,53861,2/27/2017 5:33,First Class,2,1,Late delivery,1
19522,43585,9/30/2016 5:24,First Class,2,1,Late delivery,1
19523,26111,1/19/2016 3:29,First Class,2,1,Late delivery,1
19524,28338,2/20/2016 15:42,First Class,2,1,Late delivery,1
19528,41349,8/28/2016 14:02,First Class,2,1,Late delivery,1
19536,49778,12/29/2016 15:06,First Class,2,1,Late delivery,1
19539,27879,2/13/2016 22:54,First Class,2,1,Late delivery,1
19548,25116,1/4/2016 14:54,First Class,2,1,Late delivery,1
19555,38279,7/14/2016 18:29,First Class,2,1,Late delivery,1
19560,41047,8/24/2016 4:14,First Class,2,1,Late delivery,1
19562,37545,7/4/2016 1:20,First Class,2,1,Late delivery,1
19568,36831,6/23/2016 15:11,First Class,2,1,Late delivery,1
19579,40966,8/22/2016 23:51,First Class,2,1,Late delivery,1
19580,39463,8/1/2016 1:17,First Class,2,1,Late delivery,1
19583,45222,10/24/2016 2:55,First Class,2,1,Late delivery,1
19587,49737,12/29/2016 0:44,First Class,2,1,Late delivery,1
19588,47570,11/27/2016 9:32,First Class,2,1,Late delivery,1
19589,45720,10/31/2016 9:24,First Class,2,1,Late delivery,1
19591,48922,12/17/2016 3:12,First Class,2,1,Late delivery,1
19605,11987,6/26/2015 23:13,First Class,2,1,Late delivery,1
19612,12131,6/29/2015 1:40,First Class,2,1,Late delivery,1
19613,19650,10/16/2015 19:55,First Class,2,1,Late delivery,1
19617,50128,1/3/2017 17:43,First Class,2,1,Late delivery,1
19618,16545,9/1/2015 12:06,First Class,2,1,Late delivery,1
19622,17223,9/11/2015 9:38,First Class,2,1,Late delivery,1
19623,19764,10/18/2015 11:51,First Class,2,1,Late delivery,1
19634,15162,8/12/2015 7:34,First Class,2,1,Late delivery,1
19653,52251,2/3/2017 17:30,First Class,2,1,Late delivery,1
19674,5995,3/31/2015 11:57,First Class,2,1,Late delivery,1
19687,58061,4/29/2017 13:00,First Class,2,1,Late delivery,1
19702,3105,2/17/2015 7:28,First Class,2,1,Late delivery,1
19703,58690,5/8/2017 17:22,First Class,2,1,Late delivery,1
19711,30974,3/30/2016 3:13,First Class,2,1,Late delivery,1
19714,23917,12/18/2015 2:50,First Class,2,1,Late delivery,1
19717,51203,1/19/2017 10:20,First Class,2,1,Late delivery,1
19718,26559,1/25/2016 16:27,First Class,2,1,Late delivery,1
19753,32269,4/18/2016 0:55,First Class,2,1,Late delivery,1
19754,37971,7/10/2016 6:34,First Class,2,1,Late delivery,1
19758,33348,5/3/2016 18:56,First Class,2,1,Late delivery,1
19762,48511,12/9/2016 15:12,Same Day,0,0,Shipping on time,0
19763,42683,9/15/2016 13:24,Same Day,0,0,Shipping on time,0
19764,51026,1/15/2017 8:19,Same Day,1,0,Late delivery,1
19765,47672,11/27/2016 9:16,Same Day,1,0,Late delivery,1
19766,44692,10/14/2016 21:14,Same Day,0,0,Shipping on time,0
19768,41931,9/4/2016 13:56,Same Day,0,0,Shipping on time,0
19769,41464,8/28/2016 18:20,Same Day,0,0,Shipping on time,0
19771,42698,9/15/2016 18:39,Same Day,0,0,Shipping on time,0
19772,45739,10/30/2016 4:03,Same Day,1,0,Late delivery,1
19774,49176,12/19/2016 8:11,Same Day,1,0,Late delivery,1
19775,42408,9/11/2016 13:03,Same Day,0,0,Shipping on time,0
19776,44575,10/13/2016 4:15,Same Day,1,0,Late delivery,1
19777,71171,11/5/2017 10:01,Same Day,1,0,Late delivery,1
19778,69506,10/12/2017 2:41,Same Day,1,0,Late delivery,1
19779,69919,10/18/2017 3:23,Same Day,1,0,Late delivery,1
19780,70983,11/2/2017 16:09,Same Day,0,0,Shipping on time,0
19781,69948,10/18/2017 13:32,Same Day,0,0,Shipping on time,0
19782,71048,11/3/2017 14:55,Same Day,0,0,Shipping on time,0
19783,64731,8/3/2017 9:48,Same Day,1,0,Late delivery,1
19784,64128,7/25/2017 14:32,Same Day,0,0,Shipping on time,0
19785,16396,8/28/2015 19:53,Same Day,0,0,Shipping on time,0
19787,19148,10/8/2015 0:02,Same Day,1,0,Late delivery,1
19788,16746,9/2/2015 22:31,Same Day,0,0,Shipping on time,0
19789,65446,8/13/2017 20:17,Same Day,0,0,Shipping on time,0
19790,10745,6/7/2015 8:06,Same Day,1,0,Late delivery,1
19791,61895,6/23/2017 0:13,Same Day,1,0,Late delivery,1
19792,10958,6/10/2015 10:43,Same Day,1,0,Late delivery,1
19793,67210,9/8/2017 14:18,Same Day,0,0,Shipping on time,0
19794,66991,9/5/2017 9:34,Same Day,1,0,Late delivery,1
19795,16491,8/30/2015 5:10,Same Day,1,0,Late delivery,1
19796,50493,1/7/2017 13:35,Same Day,0,0,Shipping on time,0
19797,19016,10/6/2015 1:48,Same Day,1,0,Late delivery,1
19799,19012,10/6/2015 0:24,Same Day,1,0,Late delivery,1
19800,19916,10/19/2015 5:06,Same Day,1,0,Late delivery,1
19801,62834,7/6/2017 17:11,Same Day,0,0,Shipping on time,0
19803,14036,7/25/2015 9:05,Same Day,1,0,Late delivery,1
19804,63931,7/22/2017 17:31,Same Day,0,0,Shipping on time,0
19805,15841,8/20/2015 17:27,Same Day,0,0,Shipping on time,0
19806,16577,8/31/2015 11:18,Same Day,1,0,Late delivery,1
19807,63403,7/15/2017 0:32,Same Day,1,0,Late delivery,1
19811,20181,10/23/2015 1:57,Same Day,1,0,Late delivery,1
19812,20264,10/24/2015 7:01,Same Day,1,0,Late delivery,1
19813,68498,9/27/2017 9:33,Same Day,1,0,Late delivery,1
19814,63749,7/20/2017 1:45,Same Day,1,0,Late delivery,1
19816,43029,9/20/2016 14:37,Same Day,0,0,Shipping on time,0
19817,15903,8/21/2015 15:10,Same Day,0,0,Shipping on time,0
19818,63748,7/20/2017 1:24,Same Day,1,0,Late delivery,1
19819,63716,7/19/2017 14:12,Same Day,0,0,Shipping on time,0
19821,65694,8/17/2017 11:11,Same Day,1,0,Late delivery,1
19823,13346,7/15/2015 7:20,Same Day,1,0,Late delivery,1
19824,11085,6/12/2015 7:13,Same Day,1,0,Late delivery,1
19825,19338,10/10/2015 18:36,Same Day,0,0,Shipping on time,0
19826,11546,6/19/2015 0:43,Same Day,1,0,Late delivery,1
19828,16586,8/31/2015 14:27,Same Day,0,0,Shipping on time,0
19829,11049,6/11/2015 18:36,Same Day,0,0,Shipping on time,0
19836,64313,7/28/2017 7:21,Same Day,1,0,Late delivery,1
19840,13037,7/10/2015 19:05,Same Day,0,0,Shipping on time,0
19844,68986,10/4/2017 12:31,Same Day,0,0,Shipping on time,0
19845,69050,10/5/2017 10:56,Same Day,1,0,Late delivery,1
19846,71447,11/9/2017 10:42,Same Day,1,0,Late delivery,1
19847,61144,6/12/2017 1:06,Same Day,1,0,Late delivery,1
19849,9066,5/13/2015 19:52,Same Day,0,0,Shipping on time,0
19852,7828,4/25/2015 18:08,Same Day,0,0,Shipping on time,0
19853,59201,5/14/2017 16:23,Same Day,0,0,Shipping on time,0
19854,6517,4/6/2015 14:50,Same Day,0,0,Shipping on time,0
19857,7576,4/22/2015 1:51,Same Day,1,0,Late delivery,1
19859,59634,5/21/2017 0:05,Same Day,1,0,Late delivery,1
19860,51926,1/28/2017 11:38,Same Day,1,0,Late delivery,1
19862,58963,5/11/2017 5:00,Same Day,1,0,Late delivery,1
19863,55933,3/27/2017 23:28,Same Day,0,0,Shipping on time,0
19864,53292,2/17/2017 10:12,Same Day,1,0,Late delivery,1
19865,9108,5/14/2015 10:35,Same Day,1,0,Late delivery,1
19866,59513,5/19/2017 5:42,Same Day,1,0,Late delivery,1
19868,2457,2/6/2015 8:26,Same Day,1,0,Late delivery,1
19869,57798,4/24/2017 4:51,Same Day,1,0,Late delivery,1
19870,53987,2/27/2017 13:42,Same Day,0,0,Shipping on time,0
19871,56792,4/9/2017 12:25,Same Day,0,0,Shipping on time,0
19872,624,1/10/2015 14:15,Same Day,0,0,Shipping on time,0
19873,56791,4/9/2017 12:03,Same Day,0,0,Shipping on time,0
19874,55914,3/27/2017 16:48,Same Day,0,0,Shipping on time,0
19875,5651,3/24/2015 23:26,Same Day,0,0,Shipping on time,0
19876,56970,4/12/2017 2:46,Same Day,1,0,Late delivery,1
19878,194,1/4/2015 7:36,Same Day,1,0,Late delivery,1
19880,9025,5/13/2015 5:30,Same Day,1,0,Late delivery,1
19881,55556,3/22/2017 11:23,Same Day,1,0,Late delivery,1
19882,58510,5/4/2017 14:18,Same Day,0,0,Shipping on time,0
19883,3784,2/25/2015 17:21,Same Day,0,0,Shipping on time,0
19884,56997,4/12/2017 12:14,Same Day,0,0,Shipping on time,0
19885,815,1/13/2015 9:10,Same Day,1,0,Late delivery,1
19886,58185,4/29/2017 20:26,Same Day,0,0,Shipping on time,0
19887,1488,1/23/2015 4:57,Same Day,1,0,Late delivery,1
19888,57666,4/22/2017 6:37,Same Day,1,0,Late delivery,1
19889,1793,1/27/2015 15:49,Same Day,0,0,Shipping on time,0
19892,60716,6/5/2017 19:10,Same Day,0,0,Shipping on time,0
19893,7382,4/19/2015 5:53,Same Day,1,0,Late delivery,1
19894,59893,5/24/2017 18:50,Same Day,0,0,Shipping on time,0
19895,1053,1/16/2015 20:33,Same Day,0,0,Shipping on time,0
19899,816,1/13/2015 9:31,Same Day,1,0,Late delivery,1
19901,275,1/5/2015 11:59,Same Day,1,0,Late delivery,1
19902,1450,1/22/2015 15:38,Same Day,0,0,Shipping on time,0
19905,60778,6/6/2017 16:53,Same Day,0,0,Shipping on time,0
19909,56794,4/9/2017 13:07,Same Day,0,0,Shipping on time,0
19910,5846,3/27/2015 19:45,Same Day,0,0,Shipping on time,0
19911,59707,5/22/2017 1:40,Same Day,1,0,Late delivery,1
19913,52691,2/8/2017 15:39,Same Day,0,0,Shipping on time,0
19915,3117,2/15/2015 23:40,Same Day,0,0,Shipping on time,0
19918,6826,4/11/2015 3:06,Same Day,1,0,Late delivery,1
19919,59200,5/14/2017 16:02,Same Day,0,0,Shipping on time,0
19923,25832,1/13/2016 13:44,Same Day,0,0,Shipping on time,0
19924,76549,1/22/2018 22:10,Same Day,0,0,Shipping on time,0
19925,75515,1/7/2018 19:55,Same Day,0,0,Shipping on time,0
19926,73010,12/2/2017 6:18,Same Day,1,0,Late delivery,1
19927,75685,1/10/2018 7:28,Same Day,1,0,Late delivery,1
19928,75292,1/4/2018 13:47,Same Day,0,0,Shipping on time,0
19929,43496,9/27/2016 10:14,Same Day,1,0,Late delivery,1
19930,26146,1/18/2016 3:45,Same Day,1,0,Late delivery,1
19931,41649,8/31/2016 11:08,Same Day,1,0,Late delivery,1
19932,29449,3/6/2016 8:56,Same Day,1,0,Late delivery,1
19933,21713,11/14/2015 10:40,Same Day,1,0,Late delivery,1
19934,29013,2/29/2016 0:11,Same Day,1,0,Late delivery,1
19935,24070,12/18/2015 20:26,Same Day,0,0,Shipping on time,0
19936,23772,12/14/2015 12:02,Same Day,0,0,Shipping on time,0
19938,21014,11/4/2015 5:47,Same Day,1,0,Late delivery,1
19940,23015,12/3/2015 10:49,Same Day,1,0,Late delivery,1
19941,31007,3/29/2016 2:46,Same Day,1,0,Late delivery,1
19943,22727,11/29/2015 5:55,Same Day,1,0,Late delivery,1
19944,74124,12/18/2017 12:35,Same Day,0,0,Shipping on time,0
19945,28362,2/19/2016 12:07,Same Day,0,0,Shipping on time,0
19946,76882,1/27/2018 18:50,Same Day,0,0,Shipping on time,0
19947,25556,1/9/2016 13:03,Same Day,0,0,Shipping on time,0
19948,26807,1/27/2016 19:20,Same Day,0,0,Shipping on time,0
19949,21058,11/4/2015 21:12,Same Day,0,0,Shipping on time,0
19950,29076,2/29/2016 22:16,Same Day,0,0,Shipping on time,0
19951,72526,11/25/2017 4:44,Same Day,1,0,Late delivery,1
19952,23428,12/9/2015 11:31,Same Day,1,0,Late delivery,1
19953,21809,11/15/2015 20:18,Same Day,0,0,Shipping on time,0
19954,20511,10/27/2015 21:34,Same Day,0,0,Shipping on time,0
19957,72089,11/18/2017 19:38,Same Day,0,0,Shipping on time,0
19958,46167,11/5/2016 10:00,Same Day,1,0,Late delivery,1
19960,25557,1/9/2016 13:24,Same Day,0,0,Shipping on time,0
19962,46095,11/4/2016 8:46,Same Day,1,0,Late delivery,1
19964,28018,2/14/2016 11:36,Same Day,1,0,Late delivery,1
19967,29290,3/4/2016 1:14,Same Day,1,0,Late delivery,1
19968,26567,1/24/2016 7:15,Same Day,1,0,Late delivery,1
19970,23460,12/9/2015 22:43,Same Day,0,0,Shipping on time,0
19971,24139,12/19/2015 20:37,Same Day,0,0,Shipping on time,0
19972,20613,10/29/2015 9:18,Same Day,1,0,Late delivery,1
19973,76540,1/22/2018 19:01,Same Day,0,0,Shipping on time,0
19974,73501,12/9/2017 10:19,Same Day,1,0,Late delivery,1
19975,71631,11/12/2017 3:10,Same Day,1,0,Late delivery,1
19977,34130,5/13/2016 16:54,Same Day,0,0,Shipping on time,0
19978,40216,8/10/2016 13:06,Same Day,0,0,Shipping on time,0
19979,34733,5/22/2016 12:10,Same Day,0,0,Shipping on time,0
19980,39007,7/23/2016 21:32,Same Day,0,0,Shipping on time,0
19981,32942,4/26/2016 8:41,Same Day,1,0,Late delivery,1
19982,36564,6/18/2016 5:38,Same Day,1,0,Late delivery,1
19983,40499,8/14/2016 16:15,Same Day,0,0,Shipping on time,0
19985,40394,8/13/2016 3:28,Same Day,1,0,Late delivery,1
19987,34748,5/22/2016 17:25,Same Day,0,0,Shipping on time,0
19988,38364,7/14/2016 12:16,Same Day,0,0,Shipping on time,0
19989,39645,8/2/2016 5:03,Same Day,1,0,Late delivery,1
19990,37916,7/7/2016 23:18,Same Day,0,0,Shipping on time,0
19991,31894,4/11/2016 1:32,Same Day,1,0,Late delivery,1
19992,43666,9/29/2016 21:47,Same Day,0,0,Shipping on time,0
19993,34736,5/22/2016 13:13,Same Day,0,0,Shipping on time,0
19994,31654,4/7/2016 13:27,Same Day,0,0,Shipping on time,0
19995,33025,4/27/2016 13:46,Same Day,0,0,Shipping on time,0
19997,34735,5/22/2016 12:52,Same Day,0,0,Shipping on time,0
19998,37678,7/4/2016 11:55,Same Day,1,0,Late delivery,1
20000,10557,6/7/2015 2:14,Standard Class,3,4,Advance shipping,0
20001,42324,9/14/2016 19:37,Standard Class,5,4,Late delivery,1
20002,17935,9/25/2015 19:04,Standard Class,6,4,Late delivery,1
20005,14618,8/6/2015 8:59,Standard Class,4,4,Shipping on time,0
20006,13429,7/21/2015 0:25,Standard Class,5,4,Late delivery,1
20012,10534,6/8/2015 18:10,Standard Class,5,4,Late delivery,1
20014,67719,9/20/2017 12:37,Standard Class,5,4,Late delivery,1
20015,18825,10/8/2015 18:53,Standard Class,6,4,Late delivery,1
20016,11866,6/25/2015 4:50,Standard Class,2,4,Advance shipping,0
20017,15829,8/25/2015 1:15,Standard Class,5,4,Late delivery,1
20019,13914,7/28/2015 2:20,Standard Class,5,4,Late delivery,1
20021,64511,8/1/2017 16:43,Standard Class,2,4,Advance shipping,0
20025,11884,6/28/2015 11:08,Standard Class,5,4,Late delivery,1
20028,10513,6/7/2015 10:49,Standard Class,4,4,Shipping on time,0
20030,69373,10/13/2017 16:06,Standard Class,4,4,Shipping on time,0
20031,71395,11/14/2017 4:29,Standard Class,6,4,Late delivery,1
20032,59238,5/18/2017 17:21,Standard Class,4,4,Shipping on time,0
20033,58420,5/8/2017 18:46,Standard Class,6,4,Late delivery,1
20034,6471,4/7/2015 10:43,Standard Class,2,4,Advance shipping,0
20035,56510,4/10/2017 21:37,Standard Class,6,4,Late delivery,1
20036,59851,5/25/2017 16:07,Standard Class,2,4,Advance shipping,0
20037,6367,4/6/2015 22:17,Standard Class,3,4,Advance shipping,0
20038,8560,5/11/2015 22:35,Standard Class,6,4,Late delivery,1
20039,742,1/14/2015 19:36,Standard Class,3,4,Advance shipping,0
20040,4180,3/9/2015 0:05,Standard Class,6,4,Late delivery,1
20041,55181,3/18/2017 12:00,Standard Class,2,4,Advance shipping,0
20042,60788,6/10/2017 8:23,Standard Class,4,4,Shipping on time,0
20043,3606,2/24/2015 14:59,Standard Class,2,4,Advance shipping,0
20044,61059,6/15/2017 7:20,Standard Class,5,4,Late delivery,1
20045,60753,6/9/2017 20:07,Standard Class,4,4,Shipping on time,0
20046,51808,1/30/2017 6:17,Standard Class,4,4,Shipping on time,0
20047,60471,6/3/2017 17:20,Standard Class,2,4,Advance shipping,0
20048,53926,2/28/2017 4:19,Standard Class,2,4,Advance shipping,0
20049,52984,2/17/2017 10:18,Standard Class,5,4,Late delivery,1
20050,51781,1/27/2017 20:50,Standard Class,2,4,Advance shipping,0
20051,3535,2/27/2015 14:07,Standard Class,6,4,Late delivery,1
20052,3461,2/22/2015 12:11,Standard Class,2,4,Advance shipping,0
20053,9667,5/25/2015 2:25,Standard Class,3,4,Advance shipping,0
20054,61499,6/21/2017 17:29,Standard Class,5,4,Late delivery,1
20055,10190,6/4/2015 17:39,Standard Class,6,4,Late delivery,1
20056,7753,4/28/2015 3:52,Standard Class,4,4,Shipping on time,0
20057,55795,3/31/2017 11:07,Standard Class,6,4,Late delivery,1
20058,60973,6/13/2017 1:12,Standard Class,4,4,Shipping on time,0
20059,54268,3/7/2017 4:08,Standard Class,4,4,Shipping on time,0
20060,4606,3/11/2015 5:20,Standard Class,2,4,Advance shipping,0
20061,2078,2/4/2015 7:39,Standard Class,4,4,Shipping on time,0
20062,60536,6/4/2017 16:06,Standard Class,2,4,Advance shipping,0
20064,8231,5/3/2015 3:20,Standard Class,2,4,Advance shipping,0
20065,9595,5/27/2015 1:12,Standard Class,6,4,Late delivery,1
20066,5891,3/29/2015 23:31,Standard Class,2,4,Advance shipping,0
20067,57933,4/29/2017 16:09,Standard Class,4,4,Shipping on time,0
20068,60848,6/11/2017 5:24,Standard Class,4,4,Shipping on time,0
20069,4220,3/9/2015 14:06,Standard Class,6,4,Late delivery,1
20070,55283,3/21/2017 23:44,Standard Class,4,4,Shipping on time,0
20071,51474,1/26/2017 9:17,Standard Class,5,4,Late delivery,1
20072,58643,5/10/2017 0:54,Standard Class,4,4,Shipping on time,0
20074,57869,4/29/2017 17:44,Standard Class,5,4,Late delivery,1
20075,4590,3/14/2015 23:43,Standard Class,6,4,Late delivery,1
20076,60148,6/1/2017 0:10,Standard Class,4,4,Shipping on time,0
20077,5928,4/1/2015 12:29,Standard Class,4,4,Shipping on time,0
20078,57432,4/21/2017 8:38,Standard Class,3,4,Advance shipping,0
20080,58285,5/6/2017 19:28,Standard Class,6,4,Late delivery,1
20081,57286,4/18/2017 5:29,Standard Class,2,4,Advance shipping,0
20082,55255,3/23/2017 13:56,Standard Class,6,4,Late delivery,1
20083,54311,3/5/2017 19:12,Standard Class,2,4,Advance shipping,0
20084,52544,2/11/2017 0:09,Standard Class,5,4,Late delivery,1
20085,6508,4/9/2015 23:41,Standard Class,4,4,Shipping on time,0
20086,1832,1/30/2015 17:28,Standard Class,3,4,Advance shipping,0
20087,1321,1/22/2015 6:27,Standard Class,2,4,Advance shipping,0
20088,372,1/9/2015 9:58,Standard Class,3,4,Advance shipping,0
20090,60498,6/6/2017 2:47,Standard Class,4,4,Shipping on time,0
20091,9909,5/30/2015 15:12,Standard Class,5,4,Late delivery,1
20092,2148,2/5/2015 8:11,Standard Class,4,4,Shipping on time,0
20093,1656,1/27/2015 3:49,Standard Class,2,4,Advance shipping,0
20094,700,1/17/2015 4:53,Standard Class,6,4,Late delivery,1
20097,56899,4/15/2017 13:54,Standard Class,5,4,Late delivery,1
20098,57418,4/22/2017 3:43,Standard Class,4,4,Shipping on time,0
20101,58465,5/9/2017 10:32,Standard Class,6,4,Late delivery,1
20102,56353,4/6/2017 14:36,Standard Class,4,4,Shipping on time,0
20103,56045,4/4/2017 2:42,Standard Class,6,4,Late delivery,1
20104,55988,4/1/2017 6:44,Standard Class,4,4,Shipping on time,0
20105,55644,3/28/2017 6:13,Standard Class,5,4,Late delivery,1
20106,55066,3/16/2017 19:43,Standard Class,2,4,Advance shipping,0
20107,51721,1/26/2017 23:49,Standard Class,2,4,Advance shipping,0
20108,9527,5/23/2015 1:22,Standard Class,3,4,Advance shipping,0
20109,9448,5/22/2015 21:42,Standard Class,4,4,Shipping on time,0
20110,3262,2/20/2015 14:28,Standard Class,3,4,Advance shipping,0
20112,56533,4/9/2017 5:40,Standard Class,4,4,Shipping on time,0
20113,8067,5/1/2015 17:52,Standard Class,3,4,Advance shipping,0
20114,53494,2/24/2017 20:58,Standard Class,5,4,Late delivery,1
20115,54795,3/16/2017 20:46,Standard Class,6,4,Late delivery,1
20116,7289,4/22/2015 9:18,Standard Class,5,4,Late delivery,1
20117,2554,2/12/2015 6:25,Standard Class,5,4,Late delivery,1
20118,61171,6/13/2017 22:34,Standard Class,2,4,Advance shipping,0
20120,60143,5/31/2017 22:25,Standard Class,4,4,Shipping on time,0
20124,6399,4/9/2015 9:30,Standard Class,5,4,Late delivery,1
20125,4928,3/17/2015 22:08,Standard Class,4,4,Shipping on time,0
20126,1745,2/1/2015 11:00,Standard Class,6,4,Late delivery,1
20128,58552,5/7/2017 17:01,Standard Class,3,4,Advance shipping,0
20129,58276,5/2/2017 16:19,Standard Class,2,4,Advance shipping,0
20130,5522,3/25/2015 14:15,Standard Class,3,4,Advance shipping,0
20131,3316,2/20/2015 9:23,Standard Class,2,4,Advance shipping,0
20132,3040,2/20/2015 8:41,Standard Class,6,4,Late delivery,1
20133,6988,4/16/2015 23:51,Standard Class,4,4,Shipping on time,0
20134,1877,1/31/2015 9:14,Standard Class,3,4,Advance shipping,0
20135,7582,4/24/2015 15:57,Standard Class,3,4,Advance shipping,0
20138,60020,6/1/2017 3:19,Standard Class,6,4,Late delivery,1
20139,52658,2/11/2017 16:05,Standard Class,4,4,Shipping on time,0
20140,9587,5/23/2015 22:24,Standard Class,3,4,Advance shipping,0
20141,3952,3/2/2015 16:12,Standard Class,3,4,Advance shipping,0
20142,231,1/6/2015 8:34,Standard Class,2,4,Advance shipping,0
20143,1834,2/1/2015 18:10,Standard Class,5,4,Late delivery,1
20146,57768,4/27/2017 6:21,Standard Class,4,4,Shipping on time,0
20147,10069,6/1/2015 23:16,Standard Class,5,4,Late delivery,1
20148,52872,2/13/2017 19:03,Standard Class,3,4,Advance shipping,0
20149,5786,3/28/2015 10:44,Standard Class,2,4,Advance shipping,0
20150,9710,5/28/2015 17:29,Standard Class,6,4,Late delivery,1
20151,8802,5/12/2015 11:22,Standard Class,3,4,Advance shipping,0
20152,53626,2/23/2017 19:13,Standard Class,2,4,Advance shipping,0
20154,8050,5/4/2015 11:55,Standard Class,6,4,Late delivery,1
20155,3604,2/27/2015 14:17,Standard Class,5,4,Late delivery,1
20156,55836,3/28/2017 1:29,Standard Class,2,4,Advance shipping,0
20157,51959,2/2/2017 11:12,Standard Class,5,4,Late delivery,1
20158,1875,2/3/2015 8:32,Standard Class,6,4,Late delivery,1
